,Like or not like,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,trac_href,analysis_url,duration_ms,time_signature
151,1,0.698,0.611,5,-6.361,0,0.155,0.0371,0,0.246,0.215,139.972,'2slbJay1LPdOafYYCTe5Ss','spotify:track:2slbJay1LPdOafYYCTe5Ss','https://api.spotify.com/v1/tracks/2slbJay1LPdOafYYCTe5Ss','https://api.spotify.com/v1/audio-analysis/2slbJay1LPdOafYYCTe5Ss',228723,4
152,1,0.674,0.645,1,-7.227,0,0.0758,0.00935,1.19E-06,0.129,0.167,153.892,'2iq7IAcmuvF0sXqinQgry7','spotify:track:2iq7IAcmuvF0sXqinQgry7','https://api.spotify.com/v1/tracks/2iq7IAcmuvF0sXqinQgry7','https://api.spotify.com/v1/audio-analysis/2iq7IAcmuvF0sXqinQgry7',166267,4
153,1,0.839,0.521,7,-10.45,1,0.166,0.245,0.00545,0.607,0.32,105.992,'0ZaSipkjXePTkzOQW29rxt','spotify:track:0ZaSipkjXePTkzOQW29rxt','https://api.spotify.com/v1/tracks/0ZaSipkjXePTkzOQW29rxt','https://api.spotify.com/v1/audio-analysis/0ZaSipkjXePTkzOQW29rxt',205163,4
154,1,0.602,0.501,8,-10.564,0,0.258,0.0245,5.76E-05,0.104,0.313,143.849,'7DcseMAmfi4khbHwHxvXsV','spotify:track:7DcseMAmfi4khbHwHxvXsV','https://api.spotify.com/v1/tracks/7DcseMAmfi4khbHwHxvXsV','https://api.spotify.com/v1/audio-analysis/7DcseMAmfi4khbHwHxvXsV',206653,4
155,1,0.684,0.467,1,-11.92,0,0.526,0.348,1.04E-06,0.127,0.436,79.991,'3rtwdAFtZQiFu1WT0dUVjG','spotify:track:3rtwdAFtZQiFu1WT0dUVjG','https://api.spotify.com/v1/tracks/3rtwdAFtZQiFu1WT0dUVjG','https://api.spotify.com/v1/audio-analysis/3rtwdAFtZQiFu1WT0dUVjG',278714,4
156,1,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21E-06,0.254,0.508,104.066,'6gpcs5eMhJwax4mIfKDYQk','spotify:track:6gpcs5eMhJwax4mIfKDYQk','https://api.spotify.com/v1/tracks/6gpcs5eMhJwax4mIfKDYQk','https://api.spotify.com/v1/audio-analysis/6gpcs5eMhJwax4mIfKDYQk',230813,4
157,1,0.54,0.52,5,-7.193,0,0.343,0.363,0,0.337,0.607,98.162,'2kHdu1N31NkD5roBf1EHh7','spotify:track:2kHdu1N31NkD5roBf1EHh7','https://api.spotify.com/v1/tracks/2kHdu1N31NkD5roBf1EHh7','https://api.spotify.com/v1/audio-analysis/2kHdu1N31NkD5roBf1EHh7',179109,4
158,1,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.75,97.985,'1F2HXIJrE2Xn81OzT2zZvW','spotify:track:1F2HXIJrE2Xn81OzT2zZvW','https://api.spotify.com/v1/tracks/1F2HXIJrE2Xn81OzT2zZvW','https://api.spotify.com/v1/audio-analysis/1F2HXIJrE2Xn81OzT2zZvW',233833,4
159,1,0.599,0.667,7,-4.267,1,0.0367,0.0533,0,0.134,0.811,80.984,'72Q0FQQo32KJloivv5xge2','spotify:track:72Q0FQQo32KJloivv5xge2','https://api.spotify.com/v1/tracks/72Q0FQQo32KJloivv5xge2','https://api.spotify.com/v1/audio-analysis/72Q0FQQo32KJloivv5xge2',288877,4
160,1,0.679,0.649,3,-6.301,0,0.375,0.437,0,0.162,0.566,115.029,'7p9jRARWDlM4T1FfHwaxzg','spotify:track:7p9jRARWDlM4T1FfHwaxzg','https://api.spotify.com/v1/tracks/7p9jRARWDlM4T1FfHwaxzg','https://api.spotify.com/v1/audio-analysis/7p9jRARWDlM4T1FfHwaxzg',227507,4
161,1,0.755,0.6,5,-6.431,0,0.309,0.144,0,0.117,0.655,155.982,'0NZUqq4iLQddokgtiC44Kb','spotify:track:0NZUqq4iLQddokgtiC44Kb','https://api.spotify.com/v1/tracks/0NZUqq4iLQddokgtiC44Kb','https://api.spotify.com/v1/audio-analysis/0NZUqq4iLQddokgtiC44Kb',211240,4
162,1,0.512,0.663,1,-6.905,1,0.127,0.0309,1.02E-05,0.146,0.586,124.425,'0VKKFNVqICEEssFY1G5bNA','spotify:track:0VKKFNVqICEEssFY1G5bNA','https://api.spotify.com/v1/tracks/0VKKFNVqICEEssFY1G5bNA','https://api.spotify.com/v1/audio-analysis/0VKKFNVqICEEssFY1G5bNA',284713,5
163,1,0.746,0.653,7,-6.745,1,0.289,0.378,0,0.229,0.663,75.016,'0WjYgf4qH3B0v0HmW61doL','spotify:track:0WjYgf4qH3B0v0HmW61doL','https://api.spotify.com/v1/tracks/0WjYgf4qH3B0v0HmW61doL','https://api.spotify.com/v1/audio-analysis/0WjYgf4qH3B0v0HmW61doL',253107,4
164,1,0.768,0.485,6,-8.435,0,0.0825,0.102,0,0.128,0.276,140.016,'4mU5iXHeLgbR94siF7p1sY','spotify:track:4mU5iXHeLgbR94siF7p1sY','https://api.spotify.com/v1/tracks/4mU5iXHeLgbR94siF7p1sY','https://api.spotify.com/v1/audio-analysis/4mU5iXHeLgbR94siF7p1sY',237573,4
165,1,0.638,0.6,1,-5.84,0,0.0438,0.114,0,0.187,0.04,101.981,'4HUIsMWVGNHsxlhbc3YQ5y','spotify:track:4HUIsMWVGNHsxlhbc3YQ5y','https://api.spotify.com/v1/tracks/4HUIsMWVGNHsxlhbc3YQ5y','https://api.spotify.com/v1/audio-analysis/4HUIsMWVGNHsxlhbc3YQ5y',245604,4
166,1,0.663,0.489,5,-8.198,1,0.124,0.227,0,0.0769,0.114,81.959,'2hCKzqwjRjhycKeZJvbloJ','spotify:track:2hCKzqwjRjhycKeZJvbloJ','https://api.spotify.com/v1/tracks/2hCKzqwjRjhycKeZJvbloJ','https://api.spotify.com/v1/audio-analysis/2hCKzqwjRjhycKeZJvbloJ',179613,4
167,1,0.674,0.568,7,-7.678,1,0.0349,0.216,0,0.0863,0.337,130.081,'6eT7xZZlB2mwyzJ2sUKG6w','spotify:track:6eT7xZZlB2mwyzJ2sUKG6w','https://api.spotify.com/v1/tracks/6eT7xZZlB2mwyzJ2sUKG6w','https://api.spotify.com/v1/audio-analysis/6eT7xZZlB2mwyzJ2sUKG6w',256533,4
168,1,0.665,0.706,8,-6.859,0,0.0958,0.0237,0,0.112,0.645,147.067,'0BU7nIcCZxYSE0hYcc5oZz','spotify:track:0BU7nIcCZxYSE0hYcc5oZz','https://api.spotify.com/v1/tracks/0BU7nIcCZxYSE0hYcc5oZz','https://api.spotify.com/v1/audio-analysis/0BU7nIcCZxYSE0hYcc5oZz',196336,4
169,1,0.464,0.771,8,-4.503,1,0.336,0.0235,0,0.063,0.678,158.777,'27PmvZoffODNFW2p7ehZTQ','spotify:track:27PmvZoffODNFW2p7ehZTQ','https://api.spotify.com/v1/tracks/27PmvZoffODNFW2p7ehZTQ','https://api.spotify.com/v1/audio-analysis/27PmvZoffODNFW2p7ehZTQ',198237,4
170,1,0.628,0.481,1,-7.775,1,0.475,0.29,0,0.118,0.316,108.761,'3mRcWCyteY2133a7xVMrYw','spotify:track:3mRcWCyteY2133a7xVMrYw','https://api.spotify.com/v1/tracks/3mRcWCyteY2133a7xVMrYw','https://api.spotify.com/v1/audio-analysis/3mRcWCyteY2133a7xVMrYw',254370,5
171,1,0.79,0.438,1,-6.462,1,0.133,0.0634,0,0.1,0.255,90.022,'3IJPE9ICRq5PxVZxdv1sEv','spotify:track:3IJPE9ICRq5PxVZxdv1sEv','https://api.spotify.com/v1/tracks/3IJPE9ICRq5PxVZxdv1sEv','https://api.spotify.com/v1/audio-analysis/3IJPE9ICRq5PxVZxdv1sEv',248050,4
172,1,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91E-05,0.122,0.231,171.853,'2BoS7pU92MQtynhQ0cZOLT','spotify:track:2BoS7pU92MQtynhQ0cZOLT','https://api.spotify.com/v1/tracks/2BoS7pU92MQtynhQ0cZOLT','https://api.spotify.com/v1/audio-analysis/2BoS7pU92MQtynhQ0cZOLT',268187,4
173,1,0.797,0.88,1,-2.534,1,0.04,0.0813,0,0.272,0.772,144.925,'6KBOvrddbomdb9dkarvwCl','spotify:track:6KBOvrddbomdb9dkarvwCl','https://api.spotify.com/v1/tracks/6KBOvrddbomdb9dkarvwCl','https://api.spotify.com/v1/audio-analysis/6KBOvrddbomdb9dkarvwCl',238379,4
174,1,0.722,0.614,11,-7.549,0,0.115,0.00466,0,0.106,0.504,154.903,'0q1iweKeEOzuxrWL7cOckw','spotify:track:0q1iweKeEOzuxrWL7cOckw','https://api.spotify.com/v1/tracks/0q1iweKeEOzuxrWL7cOckw','https://api.spotify.com/v1/audio-analysis/0q1iweKeEOzuxrWL7cOckw',182728,4
175,1,0.767,0.819,0,-5.945,0,0.127,0.44,0,0.0863,0.587,92.99,'3dhjNA0jGA8vHBQ1VdD6vV','spotify:track:3dhjNA0jGA8vHBQ1VdD6vV','https://api.spotify.com/v1/tracks/3dhjNA0jGA8vHBQ1VdD6vV','https://api.spotify.com/v1/audio-analysis/3dhjNA0jGA8vHBQ1VdD6vV',269187,4
176,1,0.531,0.786,5,-6.661,1,0.243,0.00222,0.000316,0.132,0.263,169.892,'5DEp4UmhxN7OLnYQacWZhh','spotify:track:5DEp4UmhxN7OLnYQacWZhh','https://api.spotify.com/v1/tracks/5DEp4UmhxN7OLnYQacWZhh','https://api.spotify.com/v1/audio-analysis/5DEp4UmhxN7OLnYQacWZhh',200733,4
177,1,0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.392,155.096,'2eMwDehkIC1j68U6FA3Eiq','spotify:track:2eMwDehkIC1j68U6FA3Eiq','https://api.spotify.com/v1/tracks/2eMwDehkIC1j68U6FA3Eiq','https://api.spotify.com/v1/audio-analysis/2eMwDehkIC1j68U6FA3Eiq',182707,4
178,1,0.728,0.62,2,-7.533,1,0.0434,0.038,0,0.342,0.904,81.998,'2LLFl56eIFGFlnrplUC26f','spotify:track:2LLFl56eIFGFlnrplUC26f','https://api.spotify.com/v1/tracks/2LLFl56eIFGFlnrplUC26f','https://api.spotify.com/v1/audio-analysis/2LLFl56eIFGFlnrplUC26f',176675,4
179,1,0.589,0.658,11,-5.288,0,0.203,0.0242,0,0.118,0.254,77.521,'0hy1SOTEn9ifXTzOwnCwEr','spotify:track:0hy1SOTEn9ifXTzOwnCwEr','https://api.spotify.com/v1/tracks/0hy1SOTEn9ifXTzOwnCwEr','https://api.spotify.com/v1/audio-analysis/0hy1SOTEn9ifXTzOwnCwEr',223973,4
180,1,0.785,0.413,4,-11.84,1,0.151,0.0946,0,0.126,0.435,87.529,'4immekPm8Har57BB9DcDSj','spotify:track:4immekPm8Har57BB9DcDSj','https://api.spotify.com/v1/tracks/4immekPm8Har57BB9DcDSj','https://api.spotify.com/v1/audio-analysis/4immekPm8Har57BB9DcDSj',215573,4
181,1,0.778,0.577,4,-5.313,1,0.0512,0.146,0,0.195,0.542,123.977,'4STnruOS34o1TIMxi9p6KF','spotify:track:4STnruOS34o1TIMxi9p6KF','https://api.spotify.com/v1/tracks/4STnruOS34o1TIMxi9p6KF','https://api.spotify.com/v1/audio-analysis/4STnruOS34o1TIMxi9p6KF',278693,4
182,1,0.965,0.679,0,-6.906,0,0.115,0.036,0.00111,0.282,0.723,116.009,'4U1WGVwDo6Nx8vKXCafdWl','spotify:track:4U1WGVwDo6Nx8vKXCafdWl','https://api.spotify.com/v1/tracks/4U1WGVwDo6Nx8vKXCafdWl','https://api.spotify.com/v1/audio-analysis/4U1WGVwDo6Nx8vKXCafdWl',210837,4
183,1,0.874,0.706,1,-5.132,1,0.207,0.182,0,0.334,0.895,89.968,'2n5gVJ9fzeX2SSWlLQuyS9','spotify:track:2n5gVJ9fzeX2SSWlLQuyS9','https://api.spotify.com/v1/tracks/2n5gVJ9fzeX2SSWlLQuyS9','https://api.spotify.com/v1/audio-analysis/2n5gVJ9fzeX2SSWlLQuyS9',216248,4
184,1,0.791,0.634,1,-7.684,0,0.0639,0.00243,5.43E-05,0.0812,0.319,152.961,'5w1vhNA2OEWUQ371QzyMmM','spotify:track:5w1vhNA2OEWUQ371QzyMmM','https://api.spotify.com/v1/tracks/5w1vhNA2OEWUQ371QzyMmM','https://api.spotify.com/v1/audio-analysis/5w1vhNA2OEWUQ371QzyMmM',259072,4
185,1,0.64,0.819,7,-4.108,1,0.455,0.533,0,0.156,0.624,166.012,'0D21XvHcVsIvJM6FcGY2BT','spotify:track:0D21XvHcVsIvJM6FcGY2BT','https://api.spotify.com/v1/tracks/0D21XvHcVsIvJM6FcGY2BT','https://api.spotify.com/v1/audio-analysis/0D21XvHcVsIvJM6FcGY2BT',234526,4
186,1,0.729,0.638,8,-5.265,1,0.224,0.00265,0,0.127,0.149,159.977,'0QzAhTbNhMCVMb5U5p4x8e','spotify:track:0QzAhTbNhMCVMb5U5p4x8e','https://api.spotify.com/v1/tracks/0QzAhTbNhMCVMb5U5p4x8e','https://api.spotify.com/v1/audio-analysis/0QzAhTbNhMCVMb5U5p4x8e',148956,4
187,1,0.896,0.672,10,-6.875,0,0.0479,0.0525,3.14E-05,0.12,0.511,105.098,'3keUgTGEoZJt0QkzTB6kHg','spotify:track:3keUgTGEoZJt0QkzTB6kHg','https://api.spotify.com/v1/tracks/3keUgTGEoZJt0QkzTB6kHg','https://api.spotify.com/v1/audio-analysis/3keUgTGEoZJt0QkzTB6kHg',219227,4
188,1,0.632,0.592,11,-9.735,0,0.162,0.124,0,0.53,0.492,89.522,'6V5nMvQwsiyW7rEyZq3gfQ','spotify:track:6V5nMvQwsiyW7rEyZq3gfQ','https://api.spotify.com/v1/tracks/6V5nMvQwsiyW7rEyZq3gfQ','https://api.spotify.com/v1/audio-analysis/6V5nMvQwsiyW7rEyZq3gfQ',213622,4
189,1,0.677,0.579,8,-6.665,0,0.16,0.773,0,0.11,0.318,157.967,'731Pa6Gt7GAdADATMSEL0N','spotify:track:731Pa6Gt7GAdADATMSEL0N','https://api.spotify.com/v1/tracks/731Pa6Gt7GAdADATMSEL0N','https://api.spotify.com/v1/audio-analysis/731Pa6Gt7GAdADATMSEL0N',254627,4
190,1,0.707,0.355,11,-9.753,1,0.05,0.153,0,0.109,0.127,122.006,'1ScjMnRYcKg7Wt8TtGVvMB','spotify:track:1ScjMnRYcKg7Wt8TtGVvMB','https://api.spotify.com/v1/tracks/1ScjMnRYcKg7Wt8TtGVvMB','https://api.spotify.com/v1/audio-analysis/1ScjMnRYcKg7Wt8TtGVvMB',251860,4
191,1,0.369,0.744,2,-5.345,1,0.314,0.000673,0,0.316,0.582,78.309,'0s019O8KwLXkPSSV609qEE','spotify:track:0s019O8KwLXkPSSV609qEE','https://api.spotify.com/v1/tracks/0s019O8KwLXkPSSV609qEE','https://api.spotify.com/v1/audio-analysis/0s019O8KwLXkPSSV609qEE',248587,4
192,1,0.697,0.527,0,-10.438,0,0.211,0.0431,1.25E-05,0.0882,0.289,121.849,'4wTMBYRE6xVTIUQ6fEudsJ','spotify:track:4wTMBYRE6xVTIUQ6fEudsJ','https://api.spotify.com/v1/tracks/4wTMBYRE6xVTIUQ6fEudsJ','https://api.spotify.com/v1/audio-analysis/4wTMBYRE6xVTIUQ6fEudsJ',277387,4
193,1,0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.271,0.53,164.02,'5A6OHHy73AR5tLxgTc98zz','spotify:track:5A6OHHy73AR5tLxgTc98zz','https://api.spotify.com/v1/tracks/5A6OHHy73AR5tLxgTc98zz','https://api.spotify.com/v1/audio-analysis/5A6OHHy73AR5tLxgTc98zz',217667,4
194,1,0.629,0.795,11,-2.714,0,0.0389,0.063,0,0.291,0.837,133.046,'5xpmdbQcfIOsE1hACcC3UK','spotify:track:5xpmdbQcfIOsE1hACcC3UK','https://api.spotify.com/v1/tracks/5xpmdbQcfIOsE1hACcC3UK','https://api.spotify.com/v1/audio-analysis/5xpmdbQcfIOsE1hACcC3UK',222867,4
195,1,0.822,0.711,11,-6.741,0,0.275,0.0283,0.00129,0.236,0.664,79.949,'3OVLPcUPS0HbMeAeMP0jZ4','spotify:track:3OVLPcUPS0HbMeAeMP0jZ4','https://api.spotify.com/v1/tracks/3OVLPcUPS0HbMeAeMP0jZ4','https://api.spotify.com/v1/audio-analysis/3OVLPcUPS0HbMeAeMP0jZ4',220347,4
196,1,0.59,0.702,1,-9.058,1,0.0817,0.0135,0,0.428,0.124,134.023,'5h5tBFnbcVioFXiOixTn6E','spotify:track:5h5tBFnbcVioFXiOixTn6E','https://api.spotify.com/v1/tracks/5h5tBFnbcVioFXiOixTn6E','https://api.spotify.com/v1/audio-analysis/5h5tBFnbcVioFXiOixTn6E',310720,4
197,1,0.778,0.42,0,-8.224,0,0.0919,0.0407,0,0.11,0.203,131.957,'01Lr5YepbgjXAWR9iOEyH1','spotify:track:01Lr5YepbgjXAWR9iOEyH1','https://api.spotify.com/v1/tracks/01Lr5YepbgjXAWR9iOEyH1','https://api.spotify.com/v1/audio-analysis/01Lr5YepbgjXAWR9iOEyH1',246213,4
198,1,0.543,0.564,7,-4.996,0,0.345,0.0545,0,0.193,0.331,109.297,'2WBjsxTE3hBInd21yUY65h','spotify:track:2WBjsxTE3hBInd21yUY65h','https://api.spotify.com/v1/tracks/2WBjsxTE3hBInd21yUY65h','https://api.spotify.com/v1/audio-analysis/2WBjsxTE3hBInd21yUY65h',293533,5
199,1,0.734,0.746,11,-5.088,1,0.0762,0.00135,0,0.178,0.534,94.033,'6lgzJuBX3iqevLdtgNlyAU','spotify:track:6lgzJuBX3iqevLdtgNlyAU','https://api.spotify.com/v1/tracks/6lgzJuBX3iqevLdtgNlyAU','https://api.spotify.com/v1/audio-analysis/6lgzJuBX3iqevLdtgNlyAU',197627,4
200,1,0.927,0.337,1,-11.053,1,0.371,0.0639,8.22E-06,0.169,0.268,98.935,'21nFIDqoD1L7ELsprVSzOR','spotify:track:21nFIDqoD1L7ELsprVSzOR','https://api.spotify.com/v1/tracks/21nFIDqoD1L7ELsprVSzOR','https://api.spotify.com/v1/audio-analysis/21nFIDqoD1L7ELsprVSzOR',203200,4
201,1,0.832,0.647,1,-8.484,1,0.208,0.00997,0,0.355,0.275,95.109,'2NRUU0gP1d8Yif8CpsCW8l','spotify:track:2NRUU0gP1d8Yif8CpsCW8l','https://api.spotify.com/v1/tracks/2NRUU0gP1d8Yif8CpsCW8l','https://api.spotify.com/v1/audio-analysis/2NRUU0gP1d8Yif8CpsCW8l',206667,4
202,1,0.763,0.53,5,-5.554,0,0.0577,0.272,0,0.16,0.454,97.033,'1uH1Nd8vet2uoZSDFSDwbh','spotify:track:1uH1Nd8vet2uoZSDFSDwbh','https://api.spotify.com/v1/tracks/1uH1Nd8vet2uoZSDFSDwbh','https://api.spotify.com/v1/audio-analysis/1uH1Nd8vet2uoZSDFSDwbh',231893,4
203,1,0.8,0.516,6,-7.321,1,0.279,0.0126,0,0.134,0.367,94.957,'411k79KI0fTsUYeHtTMUBG','spotify:track:411k79KI0fTsUYeHtTMUBG','https://api.spotify.com/v1/tracks/411k79KI0fTsUYeHtTMUBG','https://api.spotify.com/v1/audio-analysis/411k79KI0fTsUYeHtTMUBG',223093,4
204,1,0.647,0.714,1,-5.967,1,0.156,0.305,0,0.291,0.581,146.128,'5KliOPpfkFJzNXJpmjgTR7','spotify:track:5KliOPpfkFJzNXJpmjgTR7','https://api.spotify.com/v1/tracks/5KliOPpfkFJzNXJpmjgTR7','https://api.spotify.com/v1/audio-analysis/5KliOPpfkFJzNXJpmjgTR7',271653,4
205,1,0.778,0.741,10,-4.97,0,0.0484,0.0538,2.04E-06,0.29,0.363,102.95,'0NTMtAO2BV4tnGvw9EgBVq','spotify:track:0NTMtAO2BV4tnGvw9EgBVq','https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq','https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq',219306,4
206,1,0.746,0.764,0,-5.066,0,0.0423,0.00116,8.19E-06,0.0867,0.503,137.98,'3hLcmoGgN8BCqw58ZB6pxa','spotify:track:3hLcmoGgN8BCqw58ZB6pxa','https://api.spotify.com/v1/tracks/3hLcmoGgN8BCqw58ZB6pxa','https://api.spotify.com/v1/audio-analysis/3hLcmoGgN8BCqw58ZB6pxa',173893,4
207,1,0.748,0.741,6,-3.103,1,0.0531,0.00419,0,0.147,0.533,128.077,'7KFEIFuxnRRIRqN065WKTu','spotify:track:7KFEIFuxnRRIRqN065WKTu','https://api.spotify.com/v1/tracks/7KFEIFuxnRRIRqN065WKTu','https://api.spotify.com/v1/audio-analysis/7KFEIFuxnRRIRqN065WKTu',213053,4
208,1,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.808,148.075,'5iNRPN7oYQvdB9AmeSW6d3','spotify:track:5iNRPN7oYQvdB9AmeSW6d3','https://api.spotify.com/v1/tracks/5iNRPN7oYQvdB9AmeSW6d3','https://api.spotify.com/v1/audio-analysis/5iNRPN7oYQvdB9AmeSW6d3',222093,4
209,1,0.726,0.607,2,-7.68,1,0.0498,0.0389,0,0.19,0.899,81.997,'4T0ScSPdQKmGvruK7pavNP','spotify:track:4T0ScSPdQKmGvruK7pavNP','https://api.spotify.com/v1/tracks/4T0ScSPdQKmGvruK7pavNP','https://api.spotify.com/v1/audio-analysis/4T0ScSPdQKmGvruK7pavNP',176744,4
210,1,0.647,0.646,9,-5.483,0,0.243,0.0424,0,0.0888,0.712,92.981,'6dlpABcXrQKRU9G00i6Zba','spotify:track:6dlpABcXrQKRU9G00i6Zba','https://api.spotify.com/v1/tracks/6dlpABcXrQKRU9G00i6Zba','https://api.spotify.com/v1/audio-analysis/6dlpABcXrQKRU9G00i6Zba',201253,4
211,1,0.686,0.342,5,-8.555,0,0.0447,0.0212,0,0.111,0.424,104.995,'5u7o3wXWJI7AN1b9KIf3m8','spotify:track:5u7o3wXWJI7AN1b9KIf3m8','https://api.spotify.com/v1/tracks/5u7o3wXWJI7AN1b9KIf3m8','https://api.spotify.com/v1/audio-analysis/5u7o3wXWJI7AN1b9KIf3m8',224907,4
212,1,0.74,0.546,7,-5.674,0,0.0498,0.0159,8.41E-05,0.209,0.377,130.028,'3IJCSQoLF4YzPAKaxq2JLb','spotify:track:3IJCSQoLF4YzPAKaxq2JLb','https://api.spotify.com/v1/tracks/3IJCSQoLF4YzPAKaxq2JLb','https://api.spotify.com/v1/audio-analysis/3IJCSQoLF4YzPAKaxq2JLb',217679,4
213,1,0.849,0.521,4,-6.386,1,0.0662,0.0523,0,0.277,0.61,102.011,'64Jyg9AzWl3AHdnkKPmY4T','spotify:track:64Jyg9AzWl3AHdnkKPmY4T','https://api.spotify.com/v1/tracks/64Jyg9AzWl3AHdnkKPmY4T','https://api.spotify.com/v1/audio-analysis/64Jyg9AzWl3AHdnkKPmY4T',237653,4
214,1,0.38,0.614,7,-8.439,0,0.0487,0.255,0,0.0824,0.0793,133.906,'4AILWMTyKIlicSfDVNtZQD','spotify:track:4AILWMTyKIlicSfDVNtZQD','https://api.spotify.com/v1/tracks/4AILWMTyKIlicSfDVNtZQD','https://api.spotify.com/v1/audio-analysis/4AILWMTyKIlicSfDVNtZQD',250000,4
215,1,0.413,0.665,6,-5.329,1,0.199,0.00997,1.27E-06,0.366,0.233,92.01,'387d34iruAkp5VeT07TmJZ','spotify:track:387d34iruAkp5VeT07TmJZ','https://api.spotify.com/v1/tracks/387d34iruAkp5VeT07TmJZ','https://api.spotify.com/v1/audio-analysis/387d34iruAkp5VeT07TmJZ',277584,4
216,1,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.808,148.075,'3twQx3psUMJKj4wna5d1zU','spotify:track:3twQx3psUMJKj4wna5d1zU','https://api.spotify.com/v1/tracks/3twQx3psUMJKj4wna5d1zU','https://api.spotify.com/v1/audio-analysis/3twQx3psUMJKj4wna5d1zU',222093,4
217,1,0.823,0.561,6,-5.1,1,0.0432,0.0418,0,0.0904,0.636,98.033,'1N1yRlgw2AgZeVndoGRFIk','spotify:track:1N1yRlgw2AgZeVndoGRFIk','https://api.spotify.com/v1/tracks/1N1yRlgw2AgZeVndoGRFIk','https://api.spotify.com/v1/audio-analysis/1N1yRlgw2AgZeVndoGRFIk',226247,4
218,1,0.733,0.676,10,-5.655,0,0.0432,0.0697,0,0.208,0.717,97.448,'0fgZUSa7D7aVvv3GfO0A1n','spotify:track:0fgZUSa7D7aVvv3GfO0A1n','https://api.spotify.com/v1/tracks/0fgZUSa7D7aVvv3GfO0A1n','https://api.spotify.com/v1/audio-analysis/0fgZUSa7D7aVvv3GfO0A1n',226581,4
219,1,0.747,0.705,9,-5.137,0,0.126,0.0128,0,0.126,0.571,136.024,'02M6vucOvmRfMxTXDUwRXu','spotify:track:02M6vucOvmRfMxTXDUwRXu','https://api.spotify.com/v1/tracks/02M6vucOvmRfMxTXDUwRXu','https://api.spotify.com/v1/audio-analysis/02M6vucOvmRfMxTXDUwRXu',213507,4
220,1,0.646,0.653,0,-8.028,0,0.0946,0.00466,0,0.856,0.346,131,'6Z58WT7qNqz1OVSOcRSIlw','spotify:track:6Z58WT7qNqz1OVSOcRSIlw','https://api.spotify.com/v1/tracks/6Z58WT7qNqz1OVSOcRSIlw','https://api.spotify.com/v1/audio-analysis/6Z58WT7qNqz1OVSOcRSIlw',276080,4
221,1,0.645,0.656,8,-7.307,1,0.232,0.252,2.36E-05,0.575,0.447,136.825,'7I2amOVnwKIZj0tXz6Lz3E','spotify:track:7I2amOVnwKIZj0tXz6Lz3E','https://api.spotify.com/v1/tracks/7I2amOVnwKIZj0tXz6Lz3E','https://api.spotify.com/v1/audio-analysis/7I2amOVnwKIZj0tXz6Lz3E',234667,4
222,1,0.56,0.81,0,-8.029,0,0.0872,0.0071,7.93E-06,0.241,0.268,170.044,'2CY92qejUrhyPUASawNVRr','spotify:track:2CY92qejUrhyPUASawNVRr','https://api.spotify.com/v1/tracks/2CY92qejUrhyPUASawNVRr','https://api.spotify.com/v1/audio-analysis/2CY92qejUrhyPUASawNVRr',217573,4
223,1,0.779,0.665,0,-5.628,1,0.183,0.19,0.000265,0.105,0.458,140.176,'7E8jojFn5X3OPPuTx6TmPe','spotify:track:7E8jojFn5X3OPPuTx6TmPe','https://api.spotify.com/v1/tracks/7E8jojFn5X3OPPuTx6TmPe','https://api.spotify.com/v1/audio-analysis/7E8jojFn5X3OPPuTx6TmPe',321987,4
224,1,0.706,0.637,1,-4.28,1,0.0397,0.0593,0,0.0935,0.453,141.988,'46xsmPKKb3zxHkXwRqxNVL','spotify:track:46xsmPKKb3zxHkXwRqxNVL','https://api.spotify.com/v1/tracks/46xsmPKKb3zxHkXwRqxNVL','https://api.spotify.com/v1/audio-analysis/46xsmPKKb3zxHkXwRqxNVL',243625,4
225,1,0.554,0.405,1,-9.255,0,0.0747,0.252,0,0.118,0.127,93.341,'3YfovjrAI1m5Y5kprgEXcm','spotify:track:3YfovjrAI1m5Y5kprgEXcm','https://api.spotify.com/v1/tracks/3YfovjrAI1m5Y5kprgEXcm','https://api.spotify.com/v1/audio-analysis/3YfovjrAI1m5Y5kprgEXcm',255467,4
226,1,0.692,0.573,1,-9.237,0,0.0445,0.0113,0.0688,0.145,0.217,120.009,'1jhrjM26NnMt9iSD7pllmP','spotify:track:1jhrjM26NnMt9iSD7pllmP','https://api.spotify.com/v1/tracks/1jhrjM26NnMt9iSD7pllmP','https://api.spotify.com/v1/audio-analysis/1jhrjM26NnMt9iSD7pllmP',258855,4
